id,title,Main Story,Main + Extras,Completionist,All Styles,Co-Op,Vs.,Type,Developers,Publishers,Playable On,Genres,NA,EU,JP
+17747,Blayzbloo: Super Melee Action Battle Royale,0.25,NA,NA,0.25,NA,NA,NA,Arc System Works,Aksys Games,Nintendo DS,Fighting,"August 02, 2010",NA,NA
+45627,BlazBlue Centralfiction,8,20,NA,14.5,NA,NA,NA,Arc System Works,H2 Interactive,"PC, PlayStation 4",Fighting,"April 26, 2017","April 26, 2017",NA
+1141,BlazBlue: Calamity Trigger,12.5,21.5,34,15.5,NA,NA,NA,Arc System Works,"JP: Arc System Works, NA: Aksys Games, EU: pQube & Zen United","PC, PlayStation 3, Xbox 360",Fighting,"November 20, 2008","April 02, 2010","November 19, 2008"
+29079,BlazBlue: Calamity Trigger Portable,16.5,NA,58,25,NA,NA,NA,Arc System Works,Aksys Games,"PlayStation Vita, PSP",Fighting,"March 09, 2010",NA,NA
+41446,BlazBlue: Central Fiction,13,15,16,14.5,NA,NA,NA,Arc System Works,Arc System Works,"PC, PlayStation 3, PlayStation 4",Fighting,"November 01, 2016",NA,NA
+14341,BlazBlue: Chrono Phantasma,19,22,30,21,NA,NA,NA,Arc System Works,Aksys Games,"PC, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox One",Fighting,"March 25, 2014","March 02, 2016","October 24, 2013"
+44233,BlazBlue: Chrono Phantasma Extend,20.5,42,50.5,32.5,NA,NA,NA,Arc System Works,"Arc System Works, Aksys Games, PQube","PC, PlayStation 3, PlayStation 4, PlayStation Vita","Fighting, Visual Novel","July 28, 2015","October 23, 2015","April 23, 2015"
+1143,BlazBlue: Continuum Shift,17,22.5,46,18.5,NA,NA,NA,Arc System Works,"JP: Arc System Works, NA: Aksys Games, EU: Arc System Works UK","PlayStation 3, Xbox 360","Fighting game, Visual novel","July 27, 2010","December 03, 2010","November 20, 2009"
+1145,BlazBlue: Continuum Shift Extend,8,16,33,13,NA,NA,NA,Arc System Works,"JP: Arc System Works, NA: Aksys Games","PC, PlayStation 3, PlayStation Vita, PSP, Xbox 360",Fighting,"February 14, 2012","February 24, 2012","December 17, 2011"
+52504,BlazBlue: Cross Tag Battle,3.5,5.5,15,4.5,NA,NA,NA,Arc System Works,Arc System Works,"Nintendo Switch, PC, PlayStation 4",Fighting,"June 05, 2018","June 05, 2018",NA
+14470,Blazblue: Continuum Shift II,0.8,21.5,NA,11,NA,NA,NA,Arc System Works,Aksys Games,"Nintendo 3DS, PSP",Fighting,"May 18, 2011","May 19, 2011","December 09, 2010"
+25564,Blaze Union: Story to Reach the Future,NA,NA,32,32,NA,NA,NA,Sting,Atlus,NA,"Role-Playing, Tactical",NA,NA,"May 27, 2010"
+1146,Blaze and Blade: Eternal Quest,NA,NA,NA,NA,NA,NA,NA,T&E Soft,"THQ (Windows), Funsoft (PlayStation)",NA,RPG,"January 31, 2000",NA,"January 28, 1998"
+23635,BlazeRush,6.5,11,13.5,8,NA,NA,NA,Targem Games,Targem Games,"Oculus Rift, PC, PlayStation 3","Arcade, Racing","October 28, 2014",NA,NA
+1148,Blazing Angels 2: Secret Missions of WWII,10,16,NA,13,NA,NA,NA,Ubisoft Romania,Ubisoft,"PC, Xbox 360",Flight Combat,"September 18, 2007","September 07, 2007",NA
+1149,Blazing Angels: Squadrons of WWII,10,NA,NA,10,NA,NA,NA,Ubisoft Romania,Ubisoft,"PC, PlayStation 3, Wii, Xbox 360",Flight Combat,"March 23, 2006","March 31, 2006",NA
+52479,Blazing Beaks,6,NA,NA,6,NA,NA,NA,Applava,Applava,NA,"Action, Roguelike","November 15, 2017","November 15, 2017",NA
+28795,Blazing Birds,NA,NA,NA,NA,NA,NA,NA,Vector 2 Games,Microsoft Games Studios,NA,Sports,"May 20, 2009","May 20, 2009",NA
+65494,Blazing Chrome,NA,NA,NA,NA,NA,NA,NA,JoyMasher,The Arcade Crew,NA,NA,2019,2019,NA
+1150,Blazing Dragons,3,5,5.5,4,NA,NA,NA,The Illusions Gaming Company,Crystal Dynamics,"PlayStation, Sega Saturn",Adventure,"October 31, 1996",NA,NA
+1151,Blazing Heroes,21,21.5,21.5,22,NA,NA,NA,Sega,Sega,Sega Saturn,Tactical RPG,1996,NA,"July 21, 1995"
+1152,Blazing Lazers,1.5,NA,3.5,2,NA,NA,NA,"Hudson Soft, Compile","Hudson Soft, NEC",TurboGrafx-16,Shooter,November 1989,NA,"July 07, 1989"
+1154,Blazing Souls: Accelate,NA,NA,NA,NA,NA,NA,NA,"Idea Factory, Neverland",Aksys Games,NA,"Role-Playing, Strategy","October 19, 2010","June 01, 2012","July 23, 2009"
+1155,Blazing Star,1,NA,NA,1,NA,NA,NA,Yumekobo,SNK,"Android, Arcade, Neo Geo, Nintendo Switch",Shoot 'em Up,"February 19, 1998",NA,NA
+20847,Blbej Den,1.5,NA,NA,1.5,NA,NA,Mod,NA,NA,PC,"First-Person, Shooter","May 05, 2009",NA,NA
+14185,Bleach: Blade Battlers,NA,NA,NA,NA,NA,NA,NA,Racjin,Sony Computer Entertainment,PlayStation 2,Fighting,NA,NA,"October 12, 2006"
+12074,Bleach: Blade Battlers 2nd,NA,NA,NA,NA,NA,NA,NA,Racjin,SCEI,PlayStation 2,Fighting,NA,NA,"September 27, 2007"
+1156,Bleach: Dark Souls,11,16,23,13,NA,NA,NA,Treasure Co. Ltd,Sega,Nintendo DS,Fighting,"October 07, 2008","March 06, 2009","February 15, 2007"
+14219,Bleach: Erabareshi Tamashii,NA,NA,NA,NA,NA,NA,NA,Aspect,Sony Computer Entertainment,NA,NA,NA,NA,"August 04, 2005"
+14218,Bleach: Hanatareshi Yabou,NA,NA,NA,NA,NA,NA,NA,NA,Sony Computer Entertainment,NA,"Fighting, Role-Playing",NA,NA,"February 16, 2006"
+1157,Bleach: Heat the Soul,5,NA,7,6,NA,NA,NA,NA,Sony Computer Entertainment,PSP,Fighting,NA,NA,"March 24, 2005"
+12024,Bleach: Heat the Soul 2,6,NA,NA,6,NA,NA,NA,Eighting,SCEI,PSP,Fighting,"September 01, 2005",NA,NA
+12067,Bleach: Heat the Soul 3,NA,NA,NA,NA,NA,NA,NA,8ing,SCEI,PSP,Fighting,NA,NA,NA
+12025,Bleach: Heat the Soul 4,5,NA,NA,5,NA,NA,NA,Eighting,SCEI,PSP,Fighting,NA,NA,"May 24, 2007"
+1158,Bleach: Heat the Soul 5,4,5,NA,4.5,NA,NA,NA,Eighting,Sony Computer Entertainment,PSP,Fighting,"May 15, 2008",NA,NA
+12068,Bleach: Heat the Soul 6,6,NA,NA,6,NA,NA,NA,Eighting,SCEI,PSP,Fighting,NA,NA,"May 14, 2009"
+24262,Bleach: Heat the Soul 7,NA,NA,NA,NA,NA,NA,NA,Eighting,SCEI,PSP,Fighting,"September 02, 2010",NA,NA
+1159,Bleach: Shattered Blade,3,3.5,5,4,NA,NA,NA,Polygon Magic,Sega,Wii,Fighting,"October 09, 2007",NA,"December 14, 2006"
+1160,Bleach: Soul Carnival,NA,NA,NA,NA,NA,NA,NA,Sony Computer Entertainment,Sony Computer Entertainment,PSP,"Action, Platform",NA,NA,"October 23, 2008"
+11670,Bleach: Soul Carnival 2,NA,NA,NA,NA,NA,NA,NA,SCEI,SCEI,PSP,Role-Playing,NA,NA,"December 10, 2009"
+1161,Bleach: Soul Resurrección,4,15,74.5,10.5,NA,NA,NA,SCE Japan Studio,"JP: Sony Computer Entertainment, NA: NIS America",PlayStation 3,Action,"August 02, 2011","September 16, 2011","June 23, 2011"
+1162,Bleach: The 3rd Phantom,54,57.5,58.5,55,NA,NA,NA,Sega,Sega,Nintendo DS,Tactical RPG,"September 15, 2009",NA,"June 26, 2008"
+1163,Bleach: The Blade of Fate,4.5,13,35.5,12,NA,NA,NA,Treasure Co. Ltd,Sega,Nintendo DS,Fighting,"October 10, 2007","February 29, 2008","January 26, 2006"
+1164,Bleach: Versus Crusade,2,NA,NA,2,NA,NA,NA,"Treasure, Lancarse",Sega,Wii,"Action, Fighting",NA,NA,"December 18, 2008"
+1165,Bleed,1.5,3,5.5,1.5,NA,NA,NA,Bootdisk Revolution,NA,"PC, Nintendo Switch, PlayStation 4, Xbox 360, Xbox One","Action, Platform","December 12, 2012",NA,NA
+43520,Bleed 2,1,2,4,1,NA,NA,NA,Ian Campbell,Ian Campbell,"Nintendo Switch, PC, PlayStation 4",Action,"February 08, 2017",NA,NA
+47029,Bleeding Blocks,NA,NA,NA,NA,NA,NA,NA,Killer Teapot Games,Killer Teapot Games,NA,Action,"September 05, 2015","September 05, 2015",NA
+34151,Bleeding Border,0.5,1.5,2,1.5,NA,NA,NA,Curse Box Studios,Curse Box Studios,NA,"Action, Survival Horror","November 09, 2015",NA,NA
+20239,Blek,2.5,NA,NA,2.5,NA,NA,NA,Kunabi Brother,Kunabi Brother,"Android, Wii U",Puzzle,December 2013,NA,NA
+1166,Blender Bros.,NA,2,2.5,2.5,NA,NA,NA,Hudson Soft,Infogrames,Game Boy Advance,"Action, Platform","April 15, 2002",NA,NA
+17348,Blendimals,NA,NA,NA,NA,NA,NA,NA,Exploding Cow,NA,NA,"Platform, Puzzle",NA,NA,NA
+57089,Bless Online,NA,NA,NA,NA,NA,NA,NA,Neowiz Bless Studio,Neowiz,PC,"Massively Multiplayer, Role-Playing","May 30, 2018","May 30, 2018",NA
+40297,Blessed Ones: The Magic Wolves,NA,NA,NA,NA,NA,NA,NA,Wolf Ray Studios,Wolf Ray Studios,NA,Role-Playing,"December 04, 2015",NA,NA
+41116,Blight of the Immortals,NA,NA,NA,NA,NA,NA,NA,Iron Helmet Games,Iron Helmet Games,NA,Strategy,"October 25, 2016",NA,NA
+17791,Blind Justice,NA,NA,NA,NA,NA,NA,NA,Illymani Designs,R.A.W. Entertainment,NA,"Action, Role-Playing",1995,NA,NA
+42508,Blind Love,0.7833333333333333,NA,1.5,1,NA,NA,NA,Michaela Laws,Michaela Laws,PC,NA,"December 28, 2016","December 28, 2016",NA
+52106,Blind Men,NA,NA,3,3,NA,NA,NA,Man-Eater Games,Man-Eater Games,PC,Visual Novel,"July 25, 2017","July 25, 2017",NA
+62825,Blind Mind,NA,NA,NA,NA,NA,NA,NA,Arkraptor,Arkraptor,NA,"First-Person, Adventure","April 19, 2018","April 19, 2018",NA
+37505,Blind Trust,NA,NA,NA,NA,0.9166666666666666,NA,NA,NA,Good Vibration Games,PC,Party,"May 27, 2016",NA,NA
+1167,BlindSide,NA,NA,NA,NA,NA,NA,NA,epicycle,NA,NA,Adventure,NA,NA,NA
+20565,Blinding Dark,NA,NA,3,3,NA,NA,NA,Games Hut,"Plug In Digital, Bulkypix",PC,"First-Person, Action, Adventure, Survival Horror","August 12, 2014",NA,NA
+47185,Blink,NA,NA,NA,NA,NA,NA,NA,nextReality Games,nextReality Games,PC,NA,"March 10, 2017","March 10, 2017",NA
+42682,Blink the Bulb,1.5,NA,1.5,1.5,NA,NA,NA,White Sparkle Games,White Sparkle Games,PC,"Action, Adventure","January 03, 2017",NA,NA
+17857,Blinx 2: Masters of Time and Space,3.5,NA,6,5,NA,NA,NA,Artoon,Microsoft Game Studios,Xbox,Platform,"November 18, 2004","December 03, 2004",NA
+1168,Blinx: The Time Sweeper,9.5,NA,13,10.5,NA,NA,NA,Artoon,Microsoft Game Studios,Xbox,Platformer,"October 07, 2002",NA,"December 12, 2002"
+24232,Bliss,2.5,NA,3,3,NA,NA,NA,Team Bliss,Oruji Productions,PC,"Platform, Puzzle","December 08, 2014",NA,NA
+28796,Bliss Island,NA,NA,NA,NA,NA,NA,NA,PopPop Games,Codemasters,NA,Puzzle,"March 12, 2008","March 12, 2008",NA
+34259,Blitz Breaker,3.5,12,21,10,NA,NA,NA,Boncho Games,Boncho Games,PC,"Action, Platform","February 02, 2016",NA,NA
+1169,Blitz Meet,NA,NA,0.25,0.25,NA,NA,NA,NA,NA,NA,Arcade,NA,NA,NA
+1170,Blitz: The League,12,NA,NA,12,NA,NA,NA,Midway Games,Midway Games,"PlayStation 2, Xbox, Xbox 360",Sports,"October 17, 2005",NA,NA
+1171,Blitz: The League II,15.5,NA,NA,15.5,NA,NA,NA,Midway Games,Midway Games,"PlayStation 3, Xbox 360","Sports, American football","October 13, 2008","October 24, 2008",NA
+1172,Blitzkrieg,34,NA,NA,34,NA,NA,NA,Nival Interactive,"CDV, 1C Company, Virtual Programming",PC,"Real-Time, Strategy","June 04, 2003",NA,NA
+22846,Blitzkrieg 2,20,25,43,30,NA,NA,NA,Nival Interactive,CDV Software,PC,"Real-Time, Strategy, Tactical","October 02, 2005",NA,NA
+51194,Blitzkrieg 3,NA,NA,NA,NA,NA,NA,NA,Nival,Nival,NA,"Real-Time, Strategy","June 02, 2017","June 02, 2017",NA
+22128,Blob From Space,0.25,NA,NA,0.25,NA,NA,NA,JosPlays,KISS,PC,"Scrolling, Platform","October 15, 2014",NA,NA
+55507,BlobCat,NA,NA,NA,NA,NA,NA,NA,BySamb,BySamb,NA,"Puzzle, Strategy","August 31, 2017","August 31, 2017",NA
+47407,Blobby Tennis,NA,NA,NA,NA,NA,NA,NA,SlinDev,SlinDev,NA,"Simulation, Sports","May 12, 2017","May 12, 2017",NA
+20198,Blobby Volley 2,NA,NA,NA,NA,NA,NA,NA,Daniel Knobe,Daniel Knobe,NA,"Arcade, Sports",NA,NA,NA
+14252,Block Block,1,NA,NA,1,NA,NA,NA,Capcom,Capcom,"PlayStation 2, PSP",Breakout,"November 02, 2000",NA,NA
+41734,Block Blowout,NA,NA,4.5,4.5,NA,NA,NA,EnsenaSoft,EnsenaSoft,PC,Action,"October 26, 2016",NA,NA
+1174,Block Buster,NA,NA,NA,NA,NA,NA,NA,Marvelous,Phoenix Games,PlayStation,Action,NA,August 2003,NA
+15062,Block Kuzushi,2,NA,2,2,NA,NA,NA,NA,POW,Super Nintendo,Breakout,NA,NA,1995
+23593,Block Legend DX,NA,NA,NA,NA,NA,NA,NA,Dot Warrior Games,NA,NA,"Puzzle, Role-Playing",2015,NA,NA
+23001,Block N Load,NA,NA,NA,NA,NA,NA,NA,"Jagex, Artplant",Jagex,PC,Shooter,April 2015,NA,NA
+13305,Block Story,NA,NA,NA,NA,NA,NA,NA,MindBlocks Studio,MindBlocks Studio,NA,"Action, Adventure","April 25, 2014","April 25, 2014",NA
+48630,Block Survival: Legend of the Lost Islands,NA,NA,NA,NA,NA,NA,NA,Inter Pixel Arts,Inter Pixel Arts,NA,"Action, Adventure","July 14, 2017","July 14, 2017",NA
+48020,Block Wave,NA,NA,NA,NA,NA,NA,NA,Rlty Chk,Rlty Chk,NA,Strategy,"September 09, 2016","September 09, 2016",NA
+15144,Block Zombies,NA,NA,NA,NA,NA,NA,NA,Nostatic Software,NA,NA,"Action, Adventure","January 19, 2012",NA,NA
+35903,Block'hood,3,9.5,NA,6,NA,NA,NA,Plethora-Project,Devolver Digital,PC,Simulation,"March 10, 2016",NA,NA
+40601,BlockAid,NA,NA,NA,NA,NA,NA,NA,SEGA Hardlight,SEGA,NA,Strategy,"July 26, 2016",NA,NA
+56270,BlockGame,NA,NA,NA,NA,NA,NA,NA,Tyler Pomplon,Tyler Pomplon,NA,Puzzle,"September 12, 2017","September 12, 2017",NA
+53990,BlockShip Wars: Roguelike,NA,NA,NA,NA,NA,NA,NA,Chadams Studios,Chadams Studios,NA,NA,"January 01, 2018","January 01, 2018",NA
+23104,Blockade 3D,NA,NA,NA,NA,NA,NA,NA,Shumkov Dmitriy,Shumkov Dmitriy,PC,"First-Person, Shooter","November 05, 2014",NA,NA
+32348,Blockids,NA,NA,NA,NA,NA,NA,NA,Athena,Natsume,NA,Puzzle,"August 04, 2003",NA,NA
+15462,Blockland,NA,NA,10,10,NA,NA,NA,"Eric Hartman, Ben Garney, Anthony Rotondo",Step 1 Games,PC,"First-Person, Real-Time, Sandbox","February 24, 2007",NA,NA
+1175,Blockout,NA,NA,NA,NA,NA,NA,NA,California Dreams,American Technos Inc.,NA,Puzzle,October 1989,NA,NA
+47187,Blocks (2017),NA,NA,NA,NA,NA,NA,NA,Google,Google,PC,Virtual Reality,"July 06, 2017","July 06, 2017",NA
+1176,Blocks That Matter,5.5,8.5,21.5,10,NA,NA,NA,Swing Swing Submarine,NA,"Linux, Mac, PC","Indie, Casual","August 19, 2011","August 19, 2011",NA
+32264,Blockscape,NA,NA,NA,NA,NA,NA,NA,ioneo,ioneo,NA,"Open World, Sandbox","July 04, 2014",NA,NA
+49454,Blockships,NA,NA,NA,NA,NA,NA,NA,Dr Davient,Dr Davient,NA,NA,"September 02, 2016","September 02, 2016",NA
+19767,Blockstorm,NA,NA,NA,NA,NA,5.5,NA,GhostShark,IndieGala,PC,"First-Person, Sandbox, Shooter","June 06, 2014",NA,NA
+36024,Blockwick 2,9,19.5,21,18,NA,NA,NA,Kieffer Bros,Kieffer Bros,PC,Puzzle,"June 25, 2015",NA,NA
+32859,Blocky Bot,0.48333333333333334,NA,NA,0.48333333333333334,NA,NA,NA,NA,NA,NA,Platform,"May 21, 2015",NA,NA
+22888,Blocky Roads,4,NA,NA,4,NA,NA,NA,Crescent Moon Games,NA,NA,Racing,2014,NA,NA
+42404,Blogger,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,NA,NA,NA,"CityMayor Games, ThePCGamer101",CityMayor Games,NA,"Point-and-Click, Text, Simulation, Visual Novel","April 10, 2015","April 10, 2015","April 10, 2015"
+22020,Blok Drop U,NA,NA,0.5666666666666667,0.5666666666666667,NA,NA,NA,RCMADIAX,NA,Wii U,Puzzle,"March 06, 2014",NA,NA
+32860,Blok Drop X: Twisted Fusion,NA,NA,NA,NA,NA,NA,NA,Leuvsion,RCMADIAX,NA,Puzzle,"December 18, 2014",NA,NA
+15403,Blokus,NA,NA,NA,NA,NA,NA,NA,NA,Gameloft,NA,Board Game,"December 21, 2010",NA,NA
+55509,Blonde Driver,NA,NA,NA,NA,NA,NA,NA,Easy game,Game for people,PC,Racing,"April 10, 2018","April 10, 2018",NA
+31140,Bloo Kid 2,3,NA,25,6,NA,NA,NA,Winterworks,Winterworks,PC,"Action, Platform","March 06, 2014",NA,NA
+1177,Blood,9.5,10.5,17.5,11.5,NA,NA,NA,"3D Realms, Monolith Productions",GT Interactive,PC,"First-Person, Shooter","June 20, 1997",NA,NA
+32679,Blood & Gold: Caribbean!,NA,NA,NA,NA,NA,NA,NA,Snowbird Games,Snowbird Games,PC,"Open World, Role-Playing","December 10, 2015",NA,NA
+60546,Blood & Lace: A Gothic Novel,8,NA,NA,8,NA,NA,NA,GMM Entertainment,Giunti Publishing Group,NA,"First-Person, Third-Person, Action, Adventure, Horror",NA,March 2001,NA
+25276,Blood & Laurels,NA,NA,NA,NA,NA,NA,NA,Richard Evans,NA,NA,Text,"June 12, 2014","June 12, 2014","June 12, 2014"
+16385,Blood & Magic,NA,NA,NA,NA,NA,NA,NA,Tachyon Studios,Interplay,NA,"Real-Time, Strategy","November 26, 1996",NA,NA
+65576,Blood & Truth,5,6.5,NA,5.5,NA,NA,NA,SCEE London Studio,Sony Interactive Entertainment,"PlayStation 4, PlayStation VR","Virtual Reality, Action, Shooter","May 28, 2019",NA,NA
+35545,Blood Alloy: Reborn,NA,NA,NA,NA,NA,NA,NA,Suppressive Fire Games,Nkidu Games,NA,Action,"March 02, 2016",NA,NA
+55516,Blood Ancestors,NA,NA,NA,NA,NA,NA,NA,Snowpeak Studio,Snowpeak Studio,NA,"First-Person, Action",2018,2018,NA
+45213,Blood Bowl (1995),NA,NA,NA,NA,NA,NA,NA,MicroLeague,MS-DOS,NA,Sports,1995,NA,NA
+1179,Blood Bowl (2009),3.5,62.5,194,85,NA,NA,NA,Cyanide,Focus Home Interactive,"PC, PSP","Sports, Strategy","June 26, 2009","June 26, 2009",NA
+30491,Blood Bowl 2,19.5,21,21,20,NA,NA,NA,Cyanide,Focus Home Interactive,"PC, PlayStation 4","Turn-Based, Strategy","September 22, 2015",NA,NA
+1178,Blood Bowl: Chaos Edition,36.5,NA,NA,36.5,NA,NA,NA,Cyanide Studios,Focus Home Interactive,PC,"Sports, Strategy","October 11, 2012",NA,NA
+22913,Blood Brothers,NA,NA,NA,NA,NA,NA,NA,Mobage,NA,NA,NA,2014,NA,NA
+33477,Blood Code,3.5,15,24,14.5,NA,NA,NA,WeShare Games,WeShare Games,PC,Visual Novel,"December 29, 2015",NA,NA
+1180,Blood Drive,NA,NA,NA,NA,NA,NA,NA,Sidhe,Activision,NA,Car Combat,"November 02, 2010",NA,NA
+45607,Blood Feed,NA,NA,2,2,NA,NA,NA,Racing Bros,ANPA.US,PC,"First-Person, Action, Shooter","April 28, 2017","April 28, 2017",NA
+17792,Blood Gear,NA,NA,NA,NA,NA,NA,NA,Westone,Hudson Soft,NA,"Action, Role-Playing",NA,NA,October 1994
+46668,Blood Harvest,NA,NA,NA,NA,NA,NA,NA,BekkerDev Studio,Atriagames,NA,Action,"February 07, 2017","February 07, 2017",NA
+54090,Blood Harvest 2,NA,NA,NA,NA,NA,NA,NA,BekkerDev Studio,Artalasky,NA,"Action, Adventure","December 08, 2017","December 08, 2017",NA
+61066,Blood Harvest 3,NA,NA,NA,NA,NA,NA,NA,BekkerDev Studio,BekkerDev Studio,NA,"Side, Action, Adventure","June 05, 2018","June 05, 2018",NA
+1181,Blood II: The Chosen,8,9.5,12,9.5,NA,NA,NA,Monolith Productions,GT Interactive,PC,"First-Person, Shooter","October 31, 1998",NA,NA
+27944,Blood II: The Chosen + Expansion,8,NA,NA,8,NA,NA,NA,Monolith Productions,Atari,PC,"First-Person, Shooter",October 1998,NA,NA
+1182,Blood II: The Chosen - The Nightmare Levels,2,3,6,2.5,NA,NA,DLC/Expansion,Monolith Productions,GT Interactive,PC,"First-Person, Shooter",August 1999,NA,NA
+14467,Blood Knights,4,4.5,8,4.5,NA,NA,NA,Deck 13,Kalypso Media,"PC, PlayStation 3","Action, Adventure","November 01, 2013",NA,NA
+28123,Blood Money,NA,NA,NA,NA,NA,NA,NA,DMA Design,Psygnosis,NA,"Scrolling, Shooter",May 1989,NA,NA
+1183,Blood Omen 2: Legacy of Kain,12,13,13.5,13,NA,NA,NA,Crystal Dynamics,Eidos Interactive,"Nintendo GameCube, PC, PlayStation 2, Xbox",Action-adventure,"March 21, 2002","March 28, 2002",NA
+1184,Blood Omen: Legacy of Kain,12.5,13,14.5,12.5,NA,NA,NA,Silicon Knights,Crystal Dynamics,"PC, PlayStation, PlayStation 2",Action-adventure,"November 01, 1996",March 1997,"May 30, 1997"
+22172,Blood Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
+46239,Blood Ties,NA,NA,NA,NA,NA,NA,NA,Warfare Studios,Warfare Studios,NA,Role-Playing,"October 21, 2016","October 21, 2016",NA
+1185,Blood Wake,7,NA,NA,7,NA,NA,NA,Stormfront Studios,Microsoft Game Studios,Xbox,Vehicle combat,"December 28, 2001",NA,NA
+63302,Blood Waves,NA,NA,NA,NA,NA,NA,NA,Light Road Games,Light Road Games,NA,"Third-Person, Shooter","May 11, 2018","May 11, 2018",NA
+1186,Blood Will Tell,14.5,16,18,15.5,NA,NA,NA,WOW Entertainment,Sega,PlayStation 2,Fantasy action-adventure,"September 21, 2004","June 05, 2005","September 09, 2004"
+34058,Blood and Bacon,3,7,13,5.5,NA,NA,NA,Big Corporation,Grunge Games,PC,"First-Person, Shooter","February 01, 2016",NA,NA
+24699,Blood of Bahamut,NA,NA,NA,NA,NA,NA,NA,Square Enix,Square Enix,NA,"Third-Person, Real-Time, Action, Role-Playing",NA,NA,"August 06, 2009"
+34260,Blood of Magic,NA,NA,NA,NA,NA,NA,NA,Stoneworks Games,Stoneworks Games,NA,"Turn-Based, Adventure, Role-Playing","December 18, 2015","December 18, 2015",NA
+27005,Blood of Old,NA,NA,NA,NA,NA,NA,NA,AndrewWatt96,AndrewWatt96,PC,"Action, Adventure","January 23, 2015",NA,NA
+14370,Blood of the Werewolf,5,8.5,NA,5.5,NA,NA,NA,Scientifically Proven,Midnight City,PC,Action,"October 28, 2013",NA,NA
+17794,Blood of the Zombies,NA,NA,NA,NA,NA,NA,NA,Tin Man Games,Tin Man Games,NA,Role-Playing,NA,NA,NA
+31551,Blood+: One Night Kiss,NA,NA,NA,NA,NA,NA,NA,Grasshopper Manufacture,Namco Bandai,NA,NA,NA,NA,"August 30, 2006"
+16003,Blood: One Unit Whole Blood,NA,NA,NA,NA,NA,NA,NA,Monolith Productions,Atari,PC,"First-Person, Compilation, Shooter","July 15, 1998",NA,NA
