id,title,Main Story,Main + Extras,Completionist,All Styles,Co-Op,Vs.,Type,Developers,Publishers,Playable On,Genres,NA,EU,JP
+17881,2014 FIFA World Cup Brazil,NA,NA,NA,NA,NA,NA,NA,EA Canada,EA Sports,"PlayStation 3, Xbox 360",Sports,"April 15, 2014","April 17, 2014","April 24, 2014"
+49829,2017 VR,NA,NA,NA,NA,NA,NA,NA,Tungsten Games,Tungsten Games,NA,NA,"May 08, 2017","May 08, 2017",NA
+17411,2048,0.7833333333333333,1,7,1,NA,NA,NA,Gabriele Cirulli,NA,"Mobile, Browser, Nintendo 3DS, PC",Puzzle,March 2014,NA,NA
+43772,2064: Read Only Memories,9,10.5,17.5,10.5,NA,NA,NA,MidBoss,MidBoss,"PC, Nintendo Switch, PlayStation 4, PlayStation Vita",Adventure,"October 06, 2015",NA,NA
+25226,20XX,5,17.5,NA,6,NA,NA,NA,Batterystaple Games,Batterystaple Games,"Nintendo Switch, PC",Action,"November 25, 2014",NA,NA
+47381,20something,NA,NA,NA,NA,NA,NA,NA,Jake Tucker,Jake Tucker,NA,"Text, Adventure","January 26, 2017","January 26, 2017",NA
+52317,21 Days,NA,NA,NA,NA,NA,NA,NA,Hardtalk Studio,Hardtalk Studio,NA,Adventure,"June 16, 2017","June 16, 2017",NA
+61506,21+,NA,NA,0.25,0.25,NA,NA,NA,КиКо,КиКо,PC,NA,"August 17, 2018","August 17, 2018",NA
+60498,222 Hearts,1.5,NA,1.5,1.5,NA,NA,NA,Remimory,Remimory,PC,"Action, Platform","October 20, 2017","October 20, 2017",NA
+40680,24 Hours,NA,NA,NA,NA,NA,NA,NA,MysticGames,MysticGames,NA,"First-Person, Shooter","September 13, 2016",NA,NA
+36562,24 Hours 'til Rescue,NA,NA,NA,NA,NA,NA,NA,"J. Fletcher, Michael Flynn","BrainCraft Gaming, FlynnFour Games",NA,Action,"February 19, 2016",NA,NA
+17654,2400 A.D.,NA,8,NA,8,NA,NA,NA,Origin Systems,Origin Systems,NA,"Top-Down, Turn-Based, Role-Playing",1987,NA,NA
+64249,24: Special Ops,1,NA,NA,1,NA,NA,NA,Sumea,NA,NA,NA,"April 04, 2009",NA,NA
+61,24: The Game,11.5,NA,NA,11.5,NA,NA,NA,SCE Studio Cambridge,"2K Games, Sony Computer Entertainment",PlayStation 2,Third-person shooter,"February 27, 2006","March 17, 2006",NA
+62,25 To Life,4,4,11,4.5,NA,NA,NA,"Avalanche Software, Ritual Entertainment",Eidos Interactive,"PC, PlayStation 2, Xbox",Third-person shooter,"January 17, 2006","June 01, 2007",NA
+38069,28 Waves Later,NA,NA,NA,NA,NA,NA,NA,Dagestan Technology,Dagestan Technology,NA,Action,"November 30, 2016",NA,NA
+51977,2D Neon Cube,NA,NA,0.6,0.6,NA,NA,NA,Laush Dmitriy Sergeevich,Laush Studio,PC,Action,"September 08, 2017","September 08, 2017",NA
+61076,2DGameManias Taken,NA,NA,NA,NA,NA,NA,NA,2DGameMania,2DGameMania,NA,"Side, Action, Adventure, Platform","May 04, 2018","May 04, 2018",NA
+45186,2Dark,9.5,NA,NA,9.5,NA,NA,NA,Gloomywood,Bigben Interactive,PC,Adventure,"March 10, 2017","March 10, 2017",NA
+56830,2MD VR Football,NA,NA,NA,NA,NA,NA,NA,Truant Pixel,Truant Pixel,NA,Sports,"September 26, 2017","September 26, 2017",NA
+61613,2V Hoverbike,NA,NA,1,1,NA,NA,NA,Intertum,intertum,NA,"Scrolling, Shooter","July 06, 2017","July 06, 2017",NA
+19095,2Xtreme,0.9833333333333333,NA,NA,0.9833333333333333,NA,NA,NA,Sony Interactive Studios America,SCEA,PlayStation,"Racing, Sports","October 31, 1996","March 06, 1997",NA
+19122,3 Cards to Dead Time,11.5,NA,NA,11.5,NA,NA,NA,Big Finish Games,Big Finish Games,PC,"Hidden Object, Puzzle","February 10, 2010",NA,NA
+19121,3 Cards to Midnight,17.5,NA,NA,17.5,NA,NA,NA,Big Finish Games,Big Finish Games,NA,Hidden Object,"May 07, 2009",NA,NA
+37291,3 Coins At School,NA,NA,0.25,0.25,NA,NA,NA,89AM Studio,89AM Studio,PC,Turn-Based,"April 20, 2016",NA,NA
+22096,3 Count Bout,2,NA,NA,2,NA,NA,NA,SNK,SNK,NA,"Arcade, Fighting",NA,NA,"April 23, 1993"
+62422,3 Days: Zoo Mystery,NA,NA,4,4,NA,NA,NA,Realore,Qumaron,NA,NA,"December 01, 2017","December 01, 2017",NA
+14034,3 Ninjas Kick Back,2,2.5,NA,2,NA,NA,NA,Malibu Interactive,Sony Imagesoft,Super Nintendo,Beat 'em Up,"June 01, 1994",NA,NA
+16662,3 Skulls of the Toltecs,NA,NA,NA,NA,NA,NA,NA,Revistronic,Midway Games West,PC,"Third-Person, Adventure","December 31, 1996",NA,NA
+17655,3 Stars of Destiny,15,31,NA,27.5,NA,NA,NA,Aldorlea Games,Degica,PC,"Adventure, Role-Playing","February 23, 2009",NA,NA
+16200,3 in Three,NA,NA,NA,NA,NA,NA,NA,"Inline Software, Cinemaware",NA,Mac,"Puzzle, Strategy",1989,NA,NA
+63,3 on 3 NHL Arcade,1,NA,1.5,1,NA,NA,NA,EA Canada,EA Sports,"PlayStation 3, Xbox 360",Sports,"February 11, 2009","February 11, 2009",NA
+39144,3-D Tic-Tac-Toe,NA,NA,NA,NA,NA,NA,NA,Atari,Atari,NA,NA,1978,NA,NA
+34838,3-D Ultra Pinball,NA,5,NA,5,NA,NA,NA,NA,NA,PC,"Pinball, Simulation",1995,NA,NA
+20197,3-D Ultra Radio Control Racers,NA,NA,NA,NA,NA,NA,NA,Dynamix,Dynamix,PC,"Arcade, Racing","November 15, 1999",NA,NA
+65,3-D WorldRunner,1.5,2,NA,1.5,NA,NA,NA,Square,"DOG, Acclaim",NES,"Third-Person, On-Rails, Shooter",September 1987,NA,March 1987
+14935,30 Flights of Loathing,0.08333333333333333,NA,0.25,0.25,NA,NA,NA,NA,NA,PC,"Educational, Puzzle",NA,NA,NA
+37409,30 Impossible Levels,2,5,20,7,NA,NA,NA,Abstract Tree Studio,Abstract Tree Studio,PC,Action,"April 25, 2016",NA,NA
+61004,30 Seconds To Jail,NA,NA,NA,NA,NA,NA,NA,Egor Magurin,Indovers Studio,NA,NA,"May 04, 2018","May 04, 2018",NA
+16767,300 Dwarves,3,3,3,3,NA,NA,NA,NA,NA,PC,Tower Defense,2013,NA,NA
+14308,300: March to Glory,7.5,7.5,NA,7.5,NA,NA,NA,Collision Studios,Warner Bros. Interactive,PSP,Hack and Slash,"February 27, 2007","March 30, 2007",NA
+61431,303 Squadron: Battle of Britain,NA,NA,NA,NA,NA,NA,NA,Atomic Jelly,Movie Games,NA,NA,"August 31, 2018","August 31, 2018",NA
+23667,3030 Deathwar,NA,NA,NA,NA,NA,NA,NA,Bird In Sky,Crunchy Leaf Games,NA,NA,2007,NA,NA
+38505,3030 Deathwar Redux,NA,11,23,13,NA,NA,NA,Bird in Sky,Crunchy Leaf Games,PC,"Action, Adventure","April 28, 2016",NA,NA
+66,3079,3,3.5,3.5,3.5,NA,NA,NA,phr00t,NA,PC,"First-Person, Action, Open World, Role-Playing, Shooter",2011,NA,NA
+11954,3089,6.5,9.5,NA,7.5,NA,NA,NA,NA,NA,PC,"First-Person, Action, Open World, Role-Playing, Shooter",2013,NA,NA
+37538,35MM,4,5,8.5,5,NA,NA,NA,Носков Сергей,Носков Сергей,PC,Adventure,"May 27, 2016",NA,NA
+49062,36 Fragments of Midnight,0.65,0.8333333333333334,1.5,1,NA,NA,NA,Petite Games,Petite Games,"Nintendo Switch, PlayStation 4, PlayStation Vita","Action, Adventure","August 07, 2017","August 07, 2017",NA
+16177,360: Three Sixty,NA,NA,NA,NA,NA,NA,NA,Smart Dog,Cryo Interactive,NA,"Action, Shooter",NA,NA,NA
+56071,39 Days To Mars,1.5,NA,5.5,1.5,NA,NA,NA,It's Anecdotal,It's Anecdotal,PC,Puzzle,"April 25, 2018","April 25, 2018",NA
+45274,3D Baseball,NA,NA,NA,NA,NA,NA,NA,Crystal Dynamics,Crystal Dynamics,NA,Sports,"October 31, 1996",NA,NA
+42270,3D Chess,2,NA,NA,2,NA,NA,NA,Bumblebee.,Rokapublish,PC,"Board Game, Strategy","December 06, 2016",NA,NA
+67,3D Classics: Excitebike,1.5,5.5,5.5,2.5,NA,NA,NA,Nintendo,Nintendo,Nintendo 3DS,Racing,"June 06, 2011","June 06, 2011","June 06, 2011"
+14805,3D Classics: Kid Icarus,4,5,5,4.5,NA,NA,NA,Nintendo,Nintendo,Nintendo 3DS,"Action, Platform","March 23, 2012",NA,NA
+69,3D Dot Game Heroes,15.5,22,27.5,20,NA,NA,NA,Silicon Studio,Atlus,PlayStation 3,"Action, Adventure","May 11, 2010","May 14, 2010","November 05, 2009"
+45870,3D Ecco the Dolphin,NA,5,NA,5,NA,NA,NA,"Sega, M2 Co.",Sega,NA,"Side, Scrolling, Action, Adventure","December 12, 2013",NA,NA
+37268,3D Fantasy Zone II W,1,NA,4,2,NA,NA,NA,M2,Sega,Nintendo 3DS,"Scrolling, Action, Shooter","April 16, 2015",NA,NA
+15474,3D Galaxy Force II,0.43333333333333335,NA,0.5333333333333333,0.45,NA,NA,NA,Sega,Sega,Nintendo 3DS,"Action, Adventure","December 12, 2013",NA,NA
+29845,3D Gunstar Heroes,2,2,14,2.5,NA,NA,NA,Sega,Sega,Nintendo 3DS,"Action, Adventure","August 20, 2015",NA,NA
+50098,3D Hardcore Cube,NA,NA,0.9666666666666667,0.9666666666666667,NA,NA,NA,Laush Dmitriy Sergeevich,Laush Studio,PC,Platform,"August 22, 2017","August 22, 2017",NA
+52720,3D Hardcore Cube 2,NA,NA,0.8833333333333333,0.8833333333333333,NA,NA,NA,Laush Dmitriy Sergeevich,Laush Studio,NA,Puzzle,"December 18, 2017","December 18, 2017",NA
+37324,3D Maze Walker,1,NA,1.5,1,NA,NA,NA,M2,Sega,Nintendo 3DS,"Top-Down, Adventure","April 26, 2016",NA,"December 23, 2015"
+30843,3D Mini Golf,NA,NA,NA,NA,NA,NA,NA,Z-Software,"Merge Games, Tagstar Games",NA,Sports,"May 29, 2015",NA,NA
+54485,3D Mühle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Board Game,1987,NA,NA
+70,3D Pinball Express,NA,NA,NA,NA,NA,NA,NA,NA,Kelly Media,NA,Pinball,NA,NA,NA
+12880,3D Pinball for Windows - Space Cadet,NA,NA,NA,NA,NA,NA,NA,Cinematronics,Microsoft,PC,Pinball,1995,NA,NA
+19636,3D Tetris,1,NA,NA,1,NA,NA,NA,T&E Soft,Nintendo,NA,"Third-Person, Puzzle","March 22, 1996",NA,NA
+53962,3D Tower (2017),NA,NA,NA,NA,NA,NA,NA,Mikhail Melnikov,Mikhail Melnikov,NA,Puzzle,"November 15, 2017","November 15, 2017",NA
+25598,3D Tunnel,NA,NA,NA,NA,NA,NA,NA,New Generation Software,NA,NA,"First-Person, Action",NA,1983,NA
+71,3D Ultra MiniGolf Adventures,NA,NA,NA,NA,NA,NA,NA,Wanako Studios,Sierra On-Line,"PC, Xbox 360",Sports,"April 18, 2007",NA,NA
+72,3D Ultra MiniGolf Adventures 2,NA,NA,20,20,NA,NA,NA,Wanako Studios,Sierra On-Line,NA,Sports,"December 20, 2006",NA,NA
+34214,3DRPG,NA,NA,NA,NA,NA,NA,NA,Doomster Entertainment,Doomster Entertainment,NA,Role-Playing,"January 12, 2016",NA,NA
+40956,3Souls,2,2,NA,2,NA,NA,NA,Red Column,Red Column,Wii U,Platform,"July 28, 2016",NA,NA
+75,3SwitcheD,1.5,NA,NA,1.5,NA,NA,NA,Reality Pump,Topware Interactive,PC,NA,"March 29, 2012",NA,NA
+76,3Xtreme,0.8333333333333334,4,NA,1.5,NA,NA,NA,989 Sports,989 Sports,PlayStation,Sports,"April 21, 1999",NA,NA
+49917,3on3 Freestyle,NA,NA,NA,NA,NA,NA,NA,Joycity,Joycity,PlayStation 4,NA,"October 16, 2017","October 16, 2017",NA
+74,3rd Super Robot Wars Alpha: To the End of the Galaxy,79,NA,NA,79,NA,NA,NA,Banpresto,Banpresto,NA,Tactical RPG,NA,NA,"July 28, 2005"
+59373,4 Alice: Lorange Journey,NA,NA,NA,NA,NA,NA,NA,Mia Blais-Côté,Mia Blais-Côté,NA,NA,NA,NA,NA
+77,4 Elements,8.5,9,10,9.5,NA,NA,NA,Playrix Entertainment,Playrix Entertainment,"Nintendo DS, PC","Adventure, Puzzle","September 03, 2008",NA,NA
+19468,4 Elements II,6,NA,NA,6,NA,NA,NA,NA,Terminal Studio,PC,Puzzle,NA,NA,NA
+22855,4 Pics 1 Word,NA,NA,NA,NA,NA,NA,NA,LOTUM,LOTUM,NA,NA,2016,NA,NA
+78,4 Wheel Drive,0.6666666666666666,NA,NA,0.6666666666666666,NA,NA,NA,IDL Group,Gremlin Graphics,NA,"First-Person, Racing",NA,NA,NA
+26635,4 Wheel Thunder,NA,NA,NA,NA,NA,NA,NA,Kalisto Entertainment,Midway Games,NA,Racing,"May 04, 2000",NA,NA
+20558,4-in-1 Fun Pak,NA,NA,NA,NA,NA,NA,NA,Krome Studios,Interplay Entertainment,Game Boy,"Turn-Based, Board Game, Compilation, Puzzle",September 1992,September 1992,December 1992
+79,40 Winks,6.5,10,NA,7.5,NA,NA,NA,Eurocom,GT Interactive,PlayStation,Platform,"November 14, 1999",November 1999,NA
+80,400 Years,0.35,NA,NA,0.35,NA,NA,NA,Scriptwelder,NA,"Browser, PC",Puzzle,NA,NA,NA
+26300,404Sight,0.8166666666666667,0.9833333333333333,1,0.9333333333333333,NA,NA,NA,Retro Yeti Games,Retro Yeti Games,PC,Action,NA,"April 16, 2015",NA
+26811,4089: Ghost Within,NA,9,NA,9,NA,NA,NA,Phr00t's Software,Phr00t's Software,NA,"First-Person, Action, Role-Playing","January 09, 2015",NA,NA
+25000,42 All-Time Classics,NA,NA,NA,NA,NA,NA,NA,Agenda,Nintendo,Nintendo DS,Card Game,NA,"September 29, 2006",NA
+51898,428: Shibuya Scramble,27,32,40,32.5,NA,NA,NA,ChunSoft,Sega,"PC, PlayStation 4",NA,"September 04, 2018","September 04, 2018","December 04, 2008"
+44061,4D Prince of Persia,NA,NA,NA,NA,NA,NA,ROM Hack,Kirill A. Terebilov,Kirill A. Terebilov,NA,"Side, Real-Time, Platform",NA,February 1994,NA
+11856,4D Sports Boxing,NA,NA,NA,NA,NA,NA,NA,Distinctive Software,Mindscape,PC,Sports,"June 15, 1991",NA,NA
+19166,4D Sports Tennis,NA,NA,NA,NA,NA,NA,NA,Distinctive Software,Mindscape,NA,"First-Person, Sports",1990,NA,NA
+46279,4D Toys,NA,NA,NA,NA,NA,NA,NA,MTB Design Works,MTB Design Works,NA,"Virtual Reality, Simulation","June 02, 2017","June 02, 2017",NA
+19743,4PM,0.45,0.48333333333333334,0.6166666666666667,0.4666666666666667,NA,NA,NA,Bojan Brbora,4PM GAME,PC,"First-Person, Adventure","July 09, 2014",NA,NA
+15084,4V4 Arashi Get The Goal,NA,NA,3,3,NA,NA,NA,NA,Konami,NA,Sports,2001,NA,NA
+57472,4story,NA,NA,NA,NA,NA,NA,NA,NA,Zemi Interactive,NA,"Massively Multiplayer, Role-Playing",August 2009,NA,NA
+22819,4x4 Dream Race,NA,NA,NA,NA,NA,NA,NA,Dream Up,Strategy First,NA,Racing,"August 08, 2011",NA,NA
+17135,4x4 EVO 2,NA,NA,NA,NA,NA,NA,NA,Terminal Reality,Gathering of Developers,NA,Racing,"October 30, 2001","June 20, 2002",NA
+24556,4x4 Evolution,12.5,NA,NA,12.5,NA,NA,NA,Terminal Reality,Gathering of Developers,NA,Racing,"October 29, 2000",NA,NA
+83,4x4 Hummer,7,NA,NA,7,NA,NA,NA,Avalon Style Entertainment,"505 Games, 1C Company",NA,Racing,"June 15, 2009","April 04, 2008",NA
+84,5 Days a Stranger,3,NA,NA,3,NA,NA,NA,"Ben ""Yahtzee"" Croshaw","Ben ""Yahtzee"" Croshaw",PC,Adventure,"September 29, 2003",NA,NA
+45029,5 Minutes Rage,NA,NA,NA,NA,NA,NA,NA,Indomitus Games,Indomitus Games,NA,Action,2017,NA,NA
+51781,5 Star Rio Resort,NA,NA,NA,NA,NA,NA,NA,Rokaplay,Rokaplay,NA,Puzzle,"June 30, 2017","June 30, 2017",NA
+85,50 Cent: Blood on the Sand,5.5,7,8.5,6,NA,NA,NA,Swordfish Studios,THQ,"PlayStation 2, PlayStation 3, Xbox 360","Third-Person, Shooter","February 24, 2009","February 20, 2009",NA
+86,50 Cent: Bulletproof,6,NA,NA,6,NA,NA,NA,"Genuine Games, Interscope, High Voltage Software","Sierra Entertainment, Vivendi Games","PlayStation 2, PSP, Xbox",Action,"November 17, 2005","November 25, 2005",NA
+42258,50 years,NA,NA,NA,NA,NA,NA,NA,Aleksandr Golovkin,Aleksandr Golovkin,PC,Strategy,"August 23, 2016","August 23, 2016",NA
+28328,500 Years: Act 1,NA,NA,3.5,3.5,NA,NA,NA,Poorwill Games,Poorwill Games,PC,"Adventure, Role-Playing","April 15, 2015",NA,NA
+34862,5089: The Action RPG,NA,8.5,NA,8.5,NA,NA,NA,Phr00t's Software,Phr00t's Software,PC,"Action, Role-Playing","February 03, 2016",NA,NA
+87,6 Day Assassin,0.25,NA,NA,0.25,NA,NA,NA,NA,NA,PC,Adventure,NA,NA,NA
+88,6 Days a Sacrifice,3,NA,NA,3,NA,NA,NA,"Ben ""Yahtzee"" Croshaw","Ben ""Yahtzee"" Croshaw",PC,Adventure,"January 25, 2007",NA,NA
+89,6 Degrees of Sabotage,0.25,NA,0.2833333333333333,0.25,NA,NA,NA,Lucas Pope,NA,Browser,NA,NA,NA,NA
+65900,60 Parsecs!,2.5,NA,NA,2.5,NA,NA,NA,Robot Gentleman,Robot Gentleman,NA,NA,"September 18, 2018","September 18, 2018",NA
+51996,60 Second Strike,NA,NA,NA,NA,NA,NA,NA,Amplecti Chao,Amplecti Chao,NA,Action,"October 05, 2017","October 05, 2017",NA
+90,60 Seconds Burger Run,0.08333333333333333,NA,0.25,0.08333333333333333,NA,NA,NA,NA,NA,Browser,Action,NA,NA,NA
+91,60 Seconds Santa Run,0.25,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
+26810,60 Seconds!,2,4.5,11,4,NA,NA,NA,Robot Gentleman Studios,Robot Gentleman Studios,PC,"Simulation, Survival","May 25, 2015",NA,NA
+13836,6180 the moon,1.5,2,2,2,NA,NA,NA,"Turtle Cream, PokPoong Games",NA,"Mac, PC, Xbox One",Platform,"September 19, 2014","September 19, 2014","September 19, 2014"
+66260,64 Trump Collection: Alice no Waku Waku Trump World,NA,NA,NA,NA,NA,NA,NA,Bottom Up,Bottom Up,NA,NA,NA,NA,"August 07, 1998"
+46999,64.0,NA,NA,NA,NA,NA,NA,NA,rebel rabbit,"indienova, GrabTheGames",PC,Action,"March 16, 2017","March 16, 2017",NA
+58500,64th Street: A Detective Story,0.6333333333333333,NA,NA,0.6333333333333333,NA,NA,NA,C.P. Brain,Jaleco,NA,"Arcade, Beat 'em Up",NA,NA,1991
+1,688(I) Hunter/Killer,9.5,24,50.5,15.5,NA,NA,NA,Sonalysts,Electronic Arts,PC,Simulation,"July 04, 1997",NA,NA
+45336,69 Ways to Kill a Zombie,NA,NA,0.5,0.5,NA,NA,NA,Wadup Games,Wadup Games,PC,"Virtual Reality, Action","September 09, 2016","September 09, 2016",NA
+52763,7 (2018),NA,NA,NA,NA,NA,NA,NA,Zac,Zac,NA,"Platform, Puzzle","January 25, 2018","January 25, 2018",NA
+60259,7 Billion Humans,7,13.5,22,13.5,NA,NA,NA,Tomorrow Corporation,Tomorrow Corporation,PC,Puzzle,"August 23, 2018","August 23, 2018",NA
+20953,7 Blades,4,NA,NA,4,NA,NA,NA,NA,Konami,PlayStation 2,"Action, Adventure",NA,"September 28, 2001",NA
+93,7 Days a Skeptic,3,NA,NA,3,NA,NA,NA,"Ben ""Yahtzee"" Croshaw","Ben ""Yahtzee"" Croshaw",PC,Adventure,"July 27, 2004","July 27, 2004",NA
+13500,7 Days to Die,34.5,86,191,93.5,NA,NA,NA,The Fun Pimps,The Fun Pimps,"PC, PlayStation 4, Xbox One","First-Person, Action, Adventure","December 13, 2013",NA,NA
+16663,7 Dni a 7 noci,NA,NA,NA,NA,NA,NA,NA,Pterodon Software,Vochozka Trading,NA,"Third-Person, Adventure",1994,NA,NA
+11732,"7 Grand Steps, Step 1: What Ancients Begat",9.5,11.5,13.5,11.5,NA,NA,NA,Mousechief,Mousechief,PC,"Simulation, Strategy","June 07, 2013",NA,NA
+45083,7 Mages,NA,NA,NA,NA,NA,NA,NA,Napoleon Games,Napoleon Games,NA,Role-Playing,"March 15, 2016",NA,NA
+26065,7 Sins,9.5,NA,24,12,NA,NA,NA,Monte Cristo,Digital Jesters,PC,Simulation,NA,"May 27, 2005",NA
+95,7 Wonders II,5.5,5.5,6.5,5,NA,NA,NA,MumboJumbo,MumboJumbo,PC,Puzzle,"June 10, 2008",NA,NA
+96,7 Wonders of the Ancient World,3,5,6,5.5,NA,NA,NA,Hot Lava Games,MumboJumbo,"PC, PSP",Puzzle,"February 02, 2007",NA,NA
+97,7 Wonders: Ancient Alien Makeover,5.5,9,12,9.5,NA,NA,NA,MumboJumbo,MumboJumbo,PC,Puzzle,NA,NA,NA
+94,7 Wonders: Magical Mystery Tour,4.5,6.5,7,6.5,NA,NA,NA,MumboJumbo,NA,PC,Puzzle,"April 11, 2012",NA,NA
+98,7 Wonders: Treasures of Seven,7,7.5,9,7.5,NA,NA,NA,MumboJumbo,MumboJumbo,PC,Puzzle,"October 24, 2008",NA,NA
+52264,7'scarlet,4.5,20,20.5,16.5,NA,NA,NA,"Toybox, Otomate","Idea Factory, Aksys Games",PlayStation Vita,Visual Novel,"May 25, 2018","March 12, 2019",NA
+18118,"7,62 High Calibre",27,NA,NA,27,NA,NA,NA,Apeiron,1C Company,PC,"Action, Tactical","August 24, 2007",NA,NA
+11800,7.62mm,35,NA,NA,35,NA,NA,NA,Apeiron,1C Company,NA,"Role-Playing, Strategy",NA,NA,NA
+100,720 Degrees,3,NA,3,3,NA,NA,NA,Atari Games,Atari Games,NES,Sports,December 1986,NA,NA
+14069,7554,9,NA,NA,9,NA,NA,NA,Emobi Games,Emobi Games,PC,"First-Person, Shooter","December 16, 2011",NA,NA
+41091,7D Game,NA,NA,NA,NA,NA,NA,NA,上海游七网络科技有限公司,上海游七网络科技有限公司,NA,Virtual Reality,"October 26, 2016","October 26, 2016",NA
+45572,7Days (2013),0.5,NA,NA,0.5,NA,NA,NA,RevoLab,NA,NA,Adventure,"May 13, 2013",NA,NA
+67978,7Days (2018),2,NA,NA,2,NA,NA,NA,NA,Buff Studio,NA,"Text, Adventure, Visual Novel","September 20, 2018",NA,NA
+56285,7th Deep,NA,NA,NA,NA,NA,NA,NA,G. A. Williams,G. A. Williams,NA,"Turn-Based, Role-Playing","March 08, 2018","March 08, 2018",NA
+101,7th Dragon,35,50,81,48,NA,NA,NA,"Sega AM1, imageepoch",Sega,Nintendo DS,Role-Playing,NA,NA,"March 05, 2009"
+102,7th Dragon 2020,22.5,33.5,37,35,NA,NA,NA,"Sega AM1, imageepoch",Sega,PSP,Role-Playing,NA,NA,"November 23, 2011"
+103,7th Dragon 2020-II,NA,34,35,34.5,NA,NA,NA,Sega,Sega,PSP,NA,NA,NA,"April 18, 2013"
+37503,7th Dragon III Code: VFD,32.5,37,49.5,37.5,NA,NA,NA,imageepoch,Sega,Nintendo 3DS,Role-Playing,"July 12, 2016",NA,NA
+22036,7th Legion,NA,NA,NA,NA,NA,NA,NA,"Vision, Epic MegaGames",MicroProse,NA,"Real-Time, Strategy","September 30, 1997",NA,NA
+13905,8 Ball Pool Multiplayer,NA,NA,NA,NA,NA,NA,NA,Miniclip,Miniclip,NA,Sports,NA,NA,NA
+104,8 Eyes,2.5,NA,NA,2.5,NA,NA,NA,Thinking Rabbit,Taxan,NES,Platform,January 1990,NA,"September 27, 1988"
+26500,8-Bit Adventures: The Forgotten Journey,NA,NA,12.5,12.5,NA,NA,NA,Critical Games,Critical Games,PC,Role-Playing,"March 04, 2015",NA,NA
+45364,8-Bit Armies: Arena,NA,NA,NA,NA,NA,NA,NA,Petroglyph,Petroglyph,NA,"Real-Time, Strategy","February 17, 2017","February 17, 2017",NA
+44832,8-Bit Bayonetta,0.25,0.4666666666666667,0.7,0.6,NA,NA,NA,"PlatinumGames, Bitbaboon",Sega,PC,Action,"March 31, 2017",NA,NA
+105,8-Bit Commando,0.8666666666666667,NA,4,1.5,NA,NA,NA,2DEngine,NA,PC,"Action, Platform, Shooter","July 09, 2011",NA,NA
+42825,8-Bit Invaders!,25,NA,NA,25,NA,NA,NA,Petroglyph,Petroglyph,PC,"Real-Time, Strategy","December 16, 2016",NA,NA
+20753,8-Bit Killer,1.5,NA,NA,1.5,NA,NA,NA,Locomalito,NA,PC,"First-Person, Shooter","February 04, 2008",NA,NA
+51306,8-bit Adventure Anthology: Volume I,NA,NA,NA,NA,NA,NA,NA,"General Arcade, Abstraction Games",Abstraction Games,NA,"Point-and-Click, Adventure","October 31, 2017","October 31, 2017",NA
+36861,8-bit Armies,7.5,16,NA,11,NA,NA,NA,Petroglyph,Petroglyph,PC,Strategy,"April 22, 2016",NA,NA
+39315,8-bit Hordes,NA,NA,20,20,NA,NA,NA,Petroglyph,Petroglyph,PC,"Real-Time, Strategy","August 12, 2016",NA,NA
+48130,8-bit Mario World - Desert Mario,0.08333333333333333,NA,NA,0.08333333333333333,NA,NA,ROM Hack,NA,NA,NA,Platform,2016,NA,NA
+21838,80 Days,3,7,20.5,3.5,NA,NA,NA,Inkle,Inkle,"Mobile, PC","Adventure, Visual Novel","July 31, 2014",NA,NA
+107,80 Days: Around the World Adventure,8,NA,8.5,8.5,NA,NA,NA,NA,NA,PC,Adventure,NA,NA,NA
+51573,80's Overdrive,7,NA,NA,7,NA,NA,NA,Insane Code,Insane Code,Nintendo 3DS,Racing,"December 07, 2017","December 03, 2017",NA
+13481,868-HACK,3,NA,4,3,NA,NA,NA,NA,NA,PC,Puzzle,NA,NA,NA
+44436,88 Heroes,NA,9,NA,9,NA,NA,NA,Bitmap Bureau,Rising Star Games,"Nintendo Switch, PC, PlayStation 4",Platform,"March 24, 2017","March 24, 2017",NA
+108,8Ball Allstars,NA,NA,8,8,NA,NA,NA,Code Monkeys,Oxygen Games,NA,Sports,"May 11, 2010",NA,NA
+32130,8Bit Fiesta,4,5.5,NA,5,NA,NA,NA,Frozen Dev,Frozen Dev,PC,Action,"October 01, 2015",NA,NA
+18674,8BitBoy,4.5,8,14.5,6,NA,NA,NA,AwesomeBlade,AwesomeBlade,PC,Platform,"May 06, 2014",NA,NA
+17989,8BitMMO,NA,NA,NA,NA,NA,NA,NA,Archive Entertainment,Archive Entertainment,PC,"Massively Multiplayer, Role-Playing","December 13, 2013",NA,NA
+42092,8DAYS,NA,NA,NA,NA,NA,NA,NA,Santa Clara Games,Badland Games,NA,Shooter,"July 22, 2016","July 22, 2016",NA
+51564,8bit Invasion,NA,NA,NA,NA,NA,NA,NA,Dexion Games,Dexion Games,NA,Shooter,"October 02, 2017","October 02, 2017",NA
+37888,8i,NA,NA,NA,NA,NA,NA,NA,8i,8i,NA,"Virtual Reality, Adventure","October 08, 2016",NA,NA
+40379,8infinity,0.25,NA,1.5,0.85,NA,NA,NA,ENTERi,Forever Entertainment,PC,Music/Rhythm,"September 23, 2016",NA,NA
+62882,9 Balls (2018),NA,NA,NA,NA,NA,NA,NA,CasGames,CasGames,NA,NA,"April 20, 2018","April 20, 2018",NA
